#sortabletable(|String|String|String|Number|String|String|String|String|Number|Number|Number|Number|Number|String|String|String,1){{
|~画像|~名前|~属性|~武器種|~適正&br;Rank|~奥義|~第1スキル|~第2スキル|~第3スキル|~MAX&br;Lv|~Min&br;HP|~Min&br;ATK|~Max&br;HP|~Max&br;ATK|~武器シリーズ/分類|~カテゴリ1&br;(関連コンテンツ)|~カテゴリ2&br;(詳細・その他)|h
|&attachref(img/1040016000.png,15%);|[[ゴットフリート>武器/ゴットフリート (SSR)]]|COLOR(blue):水|剣|10|[[ヴァリアント>武器奥義#valiant]]|[[霧氷の攻刃>スキル一覧#muhyounokoujin]]|[[水の秘奥>スキル一覧#mizunohioku]]||150|34|421|210|2610|[[キャラ解放武器>武器概要/キャラ解放武器(SSR)]]|レジェンドガチャ|[[アグロヴァル (SSR)]]加入|
|&attachref(img/1040016100.png,15%);|[[ウシュムガル>武器/ウシュムガル (SSR)]]|COLOR(red):火|剣|50|[[ティアーズブレイク>武器奥義#tearsbreak]]|[[ブレイズオブアームズ>スキル一覧#blazeofarms]]|[[スカーレット・アーツ>スキル一覧#scarletarts]]||150|30|375|230|2760|[[ブレイブグラウンド武器>武器概要/ブレイブグラウンド武器]]|イベント/ブレイブグラウンド|－|
|&attachref(img/1040016200.png,15%);|[[アイスクレイモア>武器/アイスクレイモア (SSR)]]|COLOR(blue):水|剣|10|[[アイス・トリニティ>武器奥義#icetrinity]]|[[フローズン・ブレード>スキル一覧#frozenblade]]|[[氷妖精の魔力>スキル一覧#kooriyousei]]||150|29|320|208|2448|[[シナリオイベント武器>武器概要/シナリオイベント武器]]|[[サイドストーリー]](コラボ)|プリンセスコネクト！Re：Dive 蒼空の食卓をともに|
|&attachref(img/1040016300.png,15%);|[[虚空の裂剣>武器/虚空の裂剣 (SSR)]]|COLOR(purple):闇|剣|100|[[ホロウスラッシュ>武器奥義#hollowslash]]|[[虚脱の隻翼>スキル一覧#kodatsunosyuuyoku]]|[[災禍の誓約>スキル一覧#saikanoseiyaku]]||150|32|440|260|3140|[[虚ろなる神器>武器概要/虚ろなる神器シリーズ]]|マルチバトル/アーカーシャHL|トレジャー交換|
|&attachref(img/1040016400.png,15%);|[[ニンジンブレード>武器/ニンジンブレード (SSR)]]|COLOR(brown):土|剣|10|[[ウイニング・ライブ>武器奥義#winninglive]]|[[地裂の攻刃>スキル一覧#tiretunokoujin]]|[[にんじんハンバーグ>スキル一覧#ninjinhamburg]]|||20|342|158|2052|特典|購入特典|『ウマ娘』アニメBlu-ray全巻購入特典|
|&attachref(img/1040016500.png,15%);|[[ヴィントホーゼ>武器/ヴィントホーゼ (SSR)]]|COLOR(green):風|剣|50|[[ゲイルストリーム>武器奥義#gailstream]]|[[ゲイルオブアームズ>スキル一覧#gailofarms]]|[[チェインフォース>スキル一覧#chainforth]]||150|31|370|230|2750|[[ブレイブグラウンド武器>武器概要/ブレイブグラウンド武器]]|イベント/ブレイブグラウンド|－|
|&attachref(img/1040016600.png,15%);|[[ソードコーン>武器/ソードコーン (SSR)]]|COLOR(orange):光|剣|10|[[メイズ・エヴェルタ>武器奥義#maze]]|[[天光の攻刃>スキル一覧#tennkounokoujin]]|[[ゴールデン・アーツ>スキル一覧#goldenarts]]|||26|469|180|2687|[[キャラ解放武器>武器概要/キャラ解放武器(SSR)]]|レジェンドガチャ(期間限定)|[[メリッサベル (SSR)バレンタインバージョン]]加入|
|&attachref(img/1040017000.png,15%);|[[絶対否定の剣>武器/絶対否定の剣 (SSR)]]|COLOR(orange):光|剣|100|[[アポカリプス・メサイア＋>武器奥義#apomesa]]|[[天光の神威>スキル一覧#tenkounokamui]]|[[黙示の導き>スキル一覧#anji]]|[[福音の導き>スキル一覧#hukuin]]|200|36|316|420|3660|[[終末の神器>武器概要/終末の神器シリーズ]]|マルチバトル/ダーク・ラプチャー|－|
|&attachref(img/1040017100.png,15%);|[[永遠拒絶の剣>武器/永遠拒絶の剣 (SSR)]]|COLOR(orange):光|剣|100|[[アポカリプス・メサイア＋>武器奥義#apomesa]]|[[騎解方陣・神威III>スキル一覧#kikaihoujinkamui3]]|[[黙示の導き>スキル一覧#anji]]|[[福音の導き>スキル一覧#hukuin]]|200|36|316|420|3660|[[終末の神器>武器概要/終末の神器シリーズ]]|マルチバトル/ダーク・ラプチャー|－|
|&attachref(img/1040018700.png,15%);|[[アイン・ソフ>武器/アイン・ソフ (SSR)]]|COLOR(blue):水|剣|10|[[フィフス・ヘヴン>武器奥義#fifthheaven]]|[[渦潮の羅刹>スキル一覧#uzushionorasetu]]|[[霧氷の秘奥>スキル一覧#muhyounohiou]]|||38|409|202|2577|[[キャラ解放武器>武器概要/キャラ解放武器(SSR)]]|レジェンドガチャ(期間限定)|[[サンダルフォン (SSR)水着バージョン]]加入|
|&attachref(img/1040018900.png,15%);|[[チェーン・オブ・カウカソス>武器/チェーン・オブ・カウカソス (SSR)]]|COLOR(red):火|剣|60|[[フェルラ・ネーザックス>武器奥義#ferula]]|[[業火の背水>スキル一覧#goukanohaisui]]|[[エピックブランド・ゲイン>スキル一覧#epicbland]]||150|30|385|199|2340|[[エピックウェポン>武器概要/エピックウェポン]]|マルチバトル/エピックHL|プロメテウスHL|
|&attachref(img/1040019000.png,15%);|[[ケペシュ>武器/ケペシュ (SSR)]]|COLOR(green):風|剣|10|[[フリアエ・ディラエ>武器奥義#fuliate]]|[[殺戮の女神>スキル一覧#satsuriku]]|[[盾剥ぎの剣舞>スキル一覧#tatehagi]]|||27|329|168|2042|[[シナリオイベント武器>武器概要/シナリオイベント武器]]|イベント/シナリオイベント|ダンシング・アベンジャー ～瞳に炎を灯らせて～|
|&attachref(img/1040019200.png,15%);|[[イシュクルシャフト>武器/イシュクルシャフト (SSR)]]|COLOR(green):風|剣|10|[[瞬塵旋風>武器奥義#syunjinsenpuu]]|[[暴風の残滓>スキル一覧#boufuunozansyou]]|[[気圧操作>スキル一覧#kiatsusousa]]|||18|374|155|2107|[[シナリオイベント武器>武器概要/シナリオイベント武器]]|イベント/シナリオイベント|プラチナ・スカイII|
|&attachref(img/1040019300.png,15%);|[[ガチャッティ>武器/ガチャッティ (SSR)]]|COLOR(green):風|剣|10|[[ガチャピン・パレード>武器奥義#gachapinparede]]|[[ガチャピンの攻刃>スキル一覧#gachapinnokoujin]]|[[不屈のきょうりゅう>スキル一覧#fukutunokyouryuu]]||150|25|339|200|2500|[[シナリオイベント武器>武器概要/シナリオイベント武器]]|イベント/コラボイベント|ガチャピン・ムックのあおぞらものがたり|
|&attachref(img/1040019400.png,15%);|[[誓いと洗礼の剣>武器/誓いと洗礼の剣 (SSR)]]|COLOR(green):風|剣|10|[[オウスキーパー>武器奥義#oathkeeper]]|[[乱気の攻刃>スキル一覧#rannkinokoujin]]|[[騎士の血脈>スキル一覧#kisinoketumyaku]]||150|35|430|210|2570|[[キャラ解放武器>武器概要/キャラ解放武器(SSR)]]|レジェンドガチャ(期間限定)|[[セルエル (SSR)クリスマスバージョン]]加入|
|&attachref(img/1040019600.png,15%);|[[タラヴァガニ>武器/タラヴァガニ (SSR)]]|COLOR(brown):土|剣|10|[[クラッシュ・クラッシュ>武器奥義#clashclash]]|[[あふれだす旨味の攻刃>スキル一覧#afuredasu]]|[[カニのシニヴァサミ>スキル一覧#kanino]]|||29|319|144|2160|[[シナリオイベント武器>武器概要/シナリオイベント武器]]|イベント/シナリオイベント|除夜の終わりに響く鐘|
|&attachref(img/1040019700.png,12%);|[[フェイトレス>武器/フェイトレス (SSR)]]|COLOR(blue):水|剣|60|[[アイシクルスティング>武器奥義#iciclesting]]|[[氷霜の支配者>スキル一覧#hyousounoshihaisya]]|[[アストラル・スラスト>スキル一覧#astralslast]]||200|34|367|202|2322|[[アストラルウェポン>武器概要/アストラルウェポン]]|[[フリークエスト/六竜討伐戦]]|GBVSのDLC特典でも入手可能|
|&attachref(img/1040019800.png,15%);|[[プロエリウム>武器/プロエリウム (SSR)]]|COLOR(blue):水|剣|10|[[オプグナーティオ>武器奥義#opgner]]|[[霧氷の攻刃>スキル一覧#muhyounokoujin]]|[[反逆の氷刃>スキル一覧#hangyakunohyoujin]]|||30|449|199|2592|[[キャラ解放武器>武器概要/キャラ解放武器(SSR)]]|レジェンドガチャ|[[スツルム (SSR)水属性バージョン]]加入|
|&attachref(img/1040019900.png,15%);|[[ゴールデンプレミアムソード>武器/ゴールデンプレミアムソード (SSR)]]|COLOR(orange):光|剣|10|[[エビ分身剣>奥義一覧#ebibunsin]]|||||25|197|25|197|恒常コンテンツ武器(その他)|エクストラクエスト/プレミアムフライデークエスト|(武器スキン用)|
|&attachref(img/1040020000.png,15%);|[[十天光輝の佩剣>武器/十天光輝の佩剣 (SSR)]]|COLOR(green):風|剣|10||||||||||十天光輝|フリークエスト/光輝を求めし者|(武器スキン用)|
|&attachref(img/1040020100.png,15%);|[[ヴァルテール>武器/ヴァルテール (SSR)]]|COLOR(orange):光|剣|10|[[ハイリヒ・シュヴァーン>武器奥義#heilig]]|[[天光の攻刃>スキル一覧#tenkounokoujin]]|[[雷電の治癒>スキル一覧#raidennnotiyu]]|||43|384|222|2477|[[キャラ解放武器>武器概要/キャラ解放武器(SSR)]]|レジェンドガチャ|[[パーシヴァル (SSR)光属性バージョン]]加入|
|&attachref(img/1040020300.png,15%);|[[フェディエル・スパイン>武器/フェディエル・スパイン (SSR)]]|COLOR(purple):闇|剣|100|[[カースド・エリア>武器奥義#cursedarea]]|[[呪蝕の渾身>スキル一覧#jyusyokunokonshin]]|[[黒の誓約>スキル一覧#kuronoseiyaku]]||150|32|439|217|2604|[[アンセスタルシリーズ>武器概要/アンセスタルシリーズ]]|マルチバトル/六竜HL|フェディエルHL ドロップ|
|&attachref(img/1040020400.png,15%);|[[与力十手>武器/与力十手 (SSR)]]|COLOR(orange):光|剣|10|[[大捕物>武器奥義#ootorimono]]|[[雷電の刹那>スキル一覧#raidennnosetuna]]|[[イクシード・ライト>スキル一覧#exceedlight]]|||35|420|215|2515|[[キャラ解放武器>武器概要/キャラ解放武器(SSR)]]|レジェンドガチャ(期間限定)|[[ロザミア (SSR)浴衣バージョン]]加入|
|&attachref(img/1040020500.png,15%);|[[水宝玉の手斧>武器/水宝玉の手斧 (SSR)]]|COLOR(blue):水|剣|10|[[アクアマリン・スプリット>武器奥義#aquamarinsplit]]|[[海神方陣・攻刃II>スキル一覧#kaijinhoujinkoujin2]]|[[海神方陣・進境II>スキル一覧#kaijinhoujinshinkyou2]]||150|30|314|175|2007|[[四象武器(四属性)>武器概要/四象武器]]|イベント/四象降臨|－|
|&attachref(img/1040020600.png,15%);|[[極神剣>武器/極神剣 (SSR)]]|COLOR(brown):土|剣|120|[[絶対魔滅神域>武器奥義#zettaimametsu]]|[[創樹方陣・三手III>スキル一覧#soujyuhoujinsante3]]|[[創樹方陣・背水>スキル一覧#soujuhaisui]]||150|33|372|200|2300|[[レガリアシリーズ>武器概要/レガリアシリーズ]]|マルチバトル/マグナIIHL|ブローディアHL|
|&attachref(img/1040020700.png,15%);|守護精霊の聖剣|COLOR(red):火|剣|10|[[クルシエイト・ブレイズ>武器奥義#cruciate]]|[[英霊の攻刃>スキル一覧#eireinokoujin]]|[[ヴェローナを護る者>スキル一覧#veronawomamorumono]]|||30|314|175|2007|[[シナリオイベント武器>武器概要/シナリオイベント武器]]|イベント/シナリオイベント|幾千の夜を越えて、あなたに届くのなら|
|&attachref(img/1040020800.png,15%);|[[ライズ・オブ・ジャスティス>武器/ライズ・オブ・ジャスティス (SSR)]]|COLOR(blue):水|剣|60|[[断罪の剣>武器奥義#danzainoken]]|[[女帝と正義の善意>スキル一覧#jyoteinoseigi]]|[[セフィラマキシ・ウォータ>スキル一覧#sefiramaxiwater]]|| |34|367|202|2322|[[新世界の礎>武器概要/新世界の礎]]|[[レプリカルド・サンドボックス]]|「新世界の礎」でトレジャー交換|
|&attachref(img/1040020900.png,15%);|[[ワールド・エンド>武器/ワールド・エンド (SSR)]]|COLOR(brown):土|剣|40|[[ヴェルヌス>武器奥義#vernus]]|[[地裂の技錬>スキル一覧#tiretunogiren]]|[[土の乱舞>スキル一覧#tutinoranbu]]|||40|455|237|2760|[[リミテッドシリーズ>武器概要/リミテッドシリーズ]]|レジェンドガチャ(グランデフェス)|[[サンダルフォン (リミテッド)>サンダルフォン (SSR)]]加入|
|&attachref(img/1040021000.png,15%);|[[ラブリーエース>武器/ラブリーエース (SSR)]]|COLOR(brown):土|剣|10|[[マジカルシューティングスター>武器奥義#magicalshooting]]|[[地裂の攻刃>スキル一覧#tiretunokoujin]]|[[土の秘奥>スキル一覧#tutinohioku]]&br;[[イクシード・アース>スキル一覧#ikusid]]|||36|420|215|2510|[[キャラ解放武器>武器概要/キャラ解放武器(SSR)]]|レジェンドガチャ(期間限定)|[[モニカ (バレンタインver)>モニカ (SSR)バレンタインバージョン]]加入|
|&attachref(img/1040021700.png,15%);|[[ブレイブソード>武器/ブレイブソード (SSR)]]|COLOR(orange):光|剣|10|[[ディバイド・エッジ>武器奥義#divideedge]]|[[雷電の無双>スキル一覧#raidennomusou]]|[[光の守護>スキル一覧#hikarinosyugo]]|||37|414|220|2492|[[キャラ解放武器>武器概要/キャラ解放武器(SSR)]]|レジェンドガチャ|[[同期組 ファラ＆ユーリ (SSR)]]加入|
|&attachref(img/1040021800.png,15%);|[[エムブラスク・デミクロン>武器/エムブラスク・デミクロン (SSR)]]|COLOR(brown):土|剣|10|[[デュプリケイション・レイド>武器奥義#deduplication]]|[[大地の攻刃>スキル一覧#daichinokoujin]]|[[土の必殺>スキル一覧#tutinohissatu]]|||37|414|216|2507|[[キャラ解放武器>武器概要/キャラ解放武器(SSR)]]|レジェンドガチャ|[[ベアトリクス (土属性ver)>ベアトリクス (SSR)土属性バージョン]]加入|
|&attachref(img/1040021900.png,15%);|[[ドンパッチソード>武器/ドンパッチソード (SSR)]]|COLOR(orange):光|剣|60|[[伝説のドンパッチソード>武器奥義#donpatch]]|[[天光の攻刃>スキル一覧#tenkounokoujin]]|[[これさえありゃこっちのもんだぜ!!!>スキル一覧#koresae]]|| |25|300|189|1832||エイプリルフール|「ボボボーボ・ボーボボ　奥義外典 全空ハジけ祭り」でトレジャー交換|
|&attachref(img/1040022100.png,15%);|[[ライトニング・シュヴァルツ>武器/ライトニング・シュヴァルツ (SSR)]]|COLOR(purple):闇|剣|10|[[リバイバル・ブリッツ>武器奥義#revival]]|[[憎悪の無双>スキル一覧#zouonomusou]]|[[闇の技巧>スキル一覧#yaminogikou]]|||22|489|181|2682|[[キャラ解放武器>武器概要/キャラ解放武器(SSR)]]|レジェンドガチャ|[[アルベール(闇属性ver) (SSR)>アルベール (SSR)闇属性バージョン]]加入|
|&attachref(img/1040022000.png,15%);|[[泡沫夢幻>武器/泡沫夢幻 (SSR)]]|COLOR(green):風|剣|40|[[胡蝶玖刀>武器奥義#kotyoukyuutou]]|[[乱気の技巧>スキル一覧#rannkinogikou]]|[[竜巻の攻刃>スキル一覧#tatumakinokoujin]]|[[ジェイド・クラフト>スキル一覧#jadecraft]]|150|37|471|232|2789|[[リミテッドシリーズ>武器概要/リミテッドシリーズ]]|レジェンドガチャ(レジェンドフェス)|[[ナルメア(リミテッドver) (SSR)>ナルメア (SSR)リミテッドバージョン]]加入|
|&attachref(img/1040022200.png,15%);|[[烈弩宇威愚魂>武器/烈弩宇威愚魂 (SSR)]]|COLOR(brown):土|剣|10|[[烈弩宇威愚武生須斗>武器奥義#redwing]]|[[本気の攻刃>スキル一覧#majinokoujin]]|[[ツッパリの極意>スキル一覧#tsuppari]]|||23|349|152|2122|[[シナリオイベント武器>武器概要/シナリオイベント武器]]|イベント/シナリオイベント|蒼空伝説・翔堕威夢|
|&attachref(img/1040022300.png,15%);|[[ヴィヒタ>武器/ヴィヒタ (SSR)]]|COLOR(green):風|剣|10|[[ウィスキング>武器奥義#wisking]]|[[白樺の攻刃>スキル一覧#shirakabanokoujin]]|[[サウナのお供>スキル一覧#saunanootomo]]|||23|349|170|2032|[[シナリオイベント武器>武器概要/シナリオイベント武器]]|イベント/シナリオイベント|元帝国軍人のおじさん(37歳)がサウナに目覚めたら人生もととのった話|
|&attachref(img/1040022400.png,15%);|[[セ・ラ・ヴィ>武器/セ・ラ・ヴィ (SSR)]]|COLOR(green):風|剣|10|[[人生を変える一杯>武器奥義#jinseiwokaeru]]|[[乱気の堅守>スキル一覧#rannkinokensyu]]|[[風の背水>スキル一覧#kazenohaisui]]|||55|324|255|2312|[[キャラ解放武器>武器概要/キャラ解放武器(SSR)]]|レジェンドガチャ(期間限定)|[[イングヴェイ (浴衣ver)>イングヴェイ (SSR)浴衣バージョン]]加入|
|&attachref(img/1040022500.png,15%);|[[コールブランド>武器/コールブランド (SSR)]]|COLOR(orange):光|剣||[[カリブルヌス>武器奥義#caliburnus]]|[[天光の堅守>スキル一覧#tennkounokensyu]]|[[光の秘奥>スキル一覧#hikarinohioku]]|||36|420|210|2540|[[キャラ解放武器>武器概要/キャラ解放武器(SSR)]]|レジェンドガチャ(期間限定)|[[アーサー (SSR)]]加入|
|&attachref(img/1040022600.png,15%);|[[パラスソード・ミーレス>武器/パラスソード・ミーレス (SSR)]]|COLOR(red):火|剣||[[メーティススラスト・レペーテル>武器奥義#meetis]]|[[ボルテージ・オブ・ソードII>スキル一覧#voltageofsword2]]|[[焔の邁進>スキル一覧#homuranomaishin]]|| |28|355|182|2153|[[ミーレスシリーズ>武器概要/ミーレスシリーズ]]|[[レプリカルド・サンドボックス]]|「剣掲げる行軍の地」のエリアボスドロップ|
